Vehicle,Hour_00,Hour_01,Hour_02,Hour_03,Hour_04,Hour_05,Hour_06,Hour_07,Hour_08,Hour_09,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
V01,21.38,-0.15,-5.43,24.07,14.38,-4.13,14.46,-2.52,-5.23,10.14,6.41,3.77,8.35,25.37,25.32,-2.42,29.65,20.66,18.01,0.55,29.64,2.00,21.13,-2.45
